"ID","Age","Sex","Violation","Location","Army","PACS","Police"
"sv0015534",70,"F","To","rural","No","No","No"
"sv0011155",34,"M","Mu","rural","No","No","Yes"
"sv0008208",65,"M","Mu","rural","No","No","No"
"svv000253",29,"F","Mu","rural","No","No","No"
"sv0013194",15,"M","Ds","urban","No","No","No"
"sv0422381",38,"M","Se","rural","Yes","No","No"
"sv0011490",19,"F","Mu","rural","No","No","No"
"sv0011991",17,"F","Ds","urban","No","No","No"
"svv000166",11,"M","Mu","rural","No","No","No"
"sv0010791",40,"M","Ds","rural","No","No","No"
"sv0016617",24,"F","Mu","rural","No","No","No"
"sv0010993",26,"M","Se","urban","No","No","No"
"sv0004244",17,"M","Ds","rural","No","No","No"
"sv0007670",17,"M","Mu","rural","No","No","No"
"sv0018309",34,"M","Mu","rural","Yes","No","No"
"sv0002086",30,"M","Mu","rural","No","No","No"
"sv0006478",35,"M","Mu","rural","No","No","No"
"sv0007391",33,"M","Mu","rural","No","No","No"
"sv0009930",22,"M","Mu","rural","No","No","No"
"sv0006137",37,"M","Mu","rural","Yes","Yes","No"
"sv0002263",65,"F","Mu","rural","Yes","No","No"
"sv0013122",48,"M","Mu","rural","No","No","No"
"sv0009271",55,"F","HR","rural","No","No","No"
"sv0000039",22,"M","HR","urban","No","No","No"
"sv0014619",32,"M","Ds","rural","No","No","No"
"sv0008397",11,"F","Se","urban","No","No","No"
"sv0010136",34,"M","Mu","rural","No","No","No"
"sv0000128",20,"M","Mu","rural","Yes","No","No"
"sv0005226",66,"M","Mu","rural","No","No","No"
"sv0015745",8,"M","To","rural","No","No","No"
"sv0004476",45,"M","Mu","rural","No","No","No"
"sv0004725",31,"M","HR","urban","No","No","No"
"sv0004093",30,"F","Mu","rural","No","Yes","No"
"sv0006576",30,"M","Mu","rural","No","No","No"
"sv0008182",23,"M","Mu","urban","No","No","Yes"
"sv0016040",27,"M","Mu","urban","No","No","No"
"sv0016106",50,"M","Mu","rural","Yes","No","No"
"sv0009633",20,"M","Mu","urban","No","No","No"
"sv0013034",25,"M","Mu","rural","No","No","No"
"sv0004456",25,"M","DM","rural","No","No","No"
"sv0004507",41,"M","Mu","urban","No","No","No"
"sv0005448",40,"F","Mu","rural","No","No","No"
"sv0013908",33,"M","Se","rural","Yes","No","No"
"sv0015343",10,"M","Mu","rural","Yes","No","No"
"sv0013832",26,"M","Mu","rural","No","No","No"
"sv0008039",25,"M","Mu","rural","Yes","No","No"
"sv0018050",10,"F","Mu","rural","Yes","No","No"
"sv0003845",23,"M","Se","rural","No","No","No"
"sv0412444",21,"M","Ds","rural","No","No","No"
"sv0005078",22,"M","To","rural","No","No","No"
"sv0008677",28,"M","Mu","rural","Yes","No","No"
"sv0014538",41,"M","Mu","rural","Yes","Yes","Yes"
"sv0006208",19,"F","Ds","urban","No","No","No"
"sv0014084",17,"M","Mu","rural","Yes","No","No"
"svv000256",35,"M","Mu","rural","Yes","No","No"
"sv0015214",21,"M","Mu","rural","No","No","No"
"sv0016638",14,"M","Mu","rural","Yes","No","Yes"
"sv0008137",35,"M","Mu","rural","No","No","No"
"sv0004455",29,"M","Se","urban","No","No","No"
"sv0013583",28,"M","Se","urban","No","No","No"
"sv0007724",60,"M","Mu","rural","No","No","No"
"sv0013994",50,"M","To","rural","Yes","No","No"
"sv0020251",42,"M","Mu","rural","Yes","Yes","No"
"sv0013668",40,"M","Se","rural","No","No","No"
"sv0410634",25,"M","Ds","rural","No","No","No"
"sv0010748",35,"M","Mu","rural","No","No","No"
"sv0001749",30,"M","Mu","rural","No","No","No"
"sv0423722",8,"M","Mu","rural","Yes","No","No"
"sv0008830",38,"M","Mu","rural","Yes","No","No"
"sv0007053",36,"M","Mu","rural","No","No","No"
"sv0013682",39,"M","Mu","rural","No","No","No"
"sv0016336",44,"M","Mu","rural","No","Yes","No"
"sv0419363",50,"M","Mu","rural","Yes","No","No"
"sv0007269",23,"M","Mu","rural","No","No","No"
"sv0008439",41,"M","Mu","rural","No","No","No"
"sv0002005",23,"M","Mu","urban","No","No","No"
"sv0014164",27,"M","Mu","urban","No","No","No"
"sv0001196",30,"M","Mu","urban","No","No","No"
"sv0009782",47,"F","Mu","rural","Yes","No","No"
"sv0011093",56,"M","Mu","rural","Yes","No","No"
"sv0011741",15,"M","Mu","rural","Yes","Yes","No"
"sv0001521",45,"M","Mu","rural","Yes","Yes","No"
"sv0003649",40,"M","Se","rural","No","No","No"
"sv0414605",20,"M","Mu","rural","Yes","No","No"
"sv0014237",35,"M","Mu","rural","No","No","No"
"sv0008699",28,"M","Se","urban","No","No","No"
"sv0005189",56,"M","Se","rural","No","No","No"
"sv0012680",65,"M","Mu","urban","No","No","No"
"sv0013149",21,"M","Mu","rural","No","No","No"
"sv0010223",42,"M","Ds","urban","No","No","No"
"sv0008069",52,"M","Mu","rural","No","No","No"
"sv0015965",33,"M","Se","rural","No","No","No"
"sv0014336",43,"M","Mu","rural","No","No","No"
"sv0006856",35,"M","Ds","rural","No","No","No"
"sv0003261",1,"M","Mu","rural","Yes","Yes","No"
"sv0003538",32,"M","Mu","rural","No","No","No"
"sv0008673",25,"M","Mu","rural","Yes","No","No"
"sv0016985",28,"M","DM","urban","No","No","No"
"sv0007186",26,"M","Mu","rural","No","No","No"
"sv0009958",50,"M","Mu","rural","Yes","No","No"
"sv0009473",76,"M","Mu","rural","No","No","No"
"sv0017518",35,"M","Mu","rural","No","No","No"
"sv0002316",32,"M","Mu","rural","No","No","No"
"sv0004745",33,"M","Se","rural","No","No","No"
"sv0011051",30,"M","Mu","rural","No","No","No"
"sv0007838",18,"M","Mu","rural","No","No","No"
"sv0007232",34,"M","Ds","urban","No","No","No"
"svp011568",22,"M","Mu","urban","Yes","No","No"
"sv0010159",26,"M","Mu","rural","No","No","No"
"sv0003039",60,"M","Mu","rural","No","No","No"
"sv0014874",26,"M","Se","rural","No","No","No"
"sv0005503",22,"M","Se","urban","Yes","No","No"
"svv000102",43,"M","Mu","urban","No","No","No"
"sv0009314",30,"M","Mu","rural","Yes","Yes","Yes"
"sv0002563",25,"M","Se","rural","No","No","No"
"sv0011675",18,"M","Mu","rural","No","No","No"
"sv0017070",35,"M","To","rural","Yes","No","No"
"sv0008272",37,"M","Mu","rural","No","No","No"
"sv0001194",36,"M","Ds","rural","No","No","No"
"sv0005840",44,"F","Mu","rural","No","No","No"
"sv0016473",43,"M","Mu","urban","No","No","No"
"sv0000843",17,"M","Se","rural","No","No","No"
"sv0005311",35,"M","Mu","rural","Yes","No","No"
"sv0013968",40,"M","Mu","rural","No","No","No"
"sv0008906",35,"M","Mu","urban","No","No","No"
"sv0000533",15,"M","Se","urban","Yes","No","No"
"sv0001476",32,"M","Mu","rural","No","No","No"
"sv0013345",31,"M","Mu","rural","No","No","No"
"svv000094",20,"F","Mu","rural","Yes","No","No"
"sv0010747",45,"M","Mu","rural","No","No","No"
"sv0011628",35,"M","Mu","rural","Yes","No","No"
"sv0008871",5,"M","Mu","rural","Yes","Yes","No"
"sv0009086",25,"M","Mu","urban","No","No","No"
"sv0001529",70,"M","Mu","rural","Yes","Yes","No"
"sv0016482",32,"M","Ds","rural","No","No","No"
"sv0007286",41,"M","Ds","urban","No","No","No"
"sv0015075",48,"M","Mu","rural","No","No","No"
"sv0004374",44,"M","Se","rural","Yes","No","No"
"sv0018158",57,"M","Mu","rural","Yes","No","No"
"sv0014512",33,"F","Mu","urban","No","No","No"
"sv0018366",40,"M","Mu","rural","No","No","No"
"sv0006323",55,"F","Mu","rural","No","Yes","No"
"svv000120",18,"F","Mu","rural","No","No","No"
"sv0008132",45,"M","To","rural","Yes","No","No"
"sv0004678",21,"M","Mu","rural","Yes","No","No"
"sv0006780",40,"M","Mu","rural","No","No","No"
"sv0008910",39,"M","Mu","rural","No","No","No"
"sv0008253",21,"M","Mu","rural","No","Yes","No"
"sv0014118",32,"M","Mu","rural","Yes","No","Yes"
"sv0008258",60,"M","Mu","rural","No","No","No"
"sv0011237",27,"M","Mu","rural","No","No","No"
"sv0014343",18,"M","Mu","rural","No","No","No"
"sv0004384",26,"F","Mu","rural","Yes","No","No"
"sv0017751",35,"F","Mu","rural","Yes","No","No"
"sv0020380",55,"F","Mu","rural","No","No","No"
"sv0009778",38,"M","Mu","rural","Yes","No","No"
"sv0006428",30,"M","Mu","rural","No","No","No"
"sv0018348",14,"M","Mu","rural","Yes","No","No"
"sv0014389",36,"M","Se","rural","Yes","Yes","No"
"sv0015246",65,"M","Mu","rural","No","No","No"
"sv0001420",40,"M","Mu","rural","No","Yes","No"
"sv0010099",16,"M","Mu","rural","No","No","No"
"sv0020353",25,"M","Mu","rural","No","No","No"
"sv0004021",24,"M","Mu","rural","Yes","No","No"
"sv0008168",39,"M","Mu","rural","No","No","No"
"sv0001324",52,"M","Mu","rural","Yes","No","No"
"sv0003926",28,"M","Ds","rural","No","No","No"
"sv0005610",45,"M","Mu","rural","No","No","No"
"sv0003697",8,"F","Se","rural","No","No","No"
"sv0002104",17,"M","Ds","urban","No","No","No"
"sv0005976",35,"F","Mu","urban","No","No","No"
"sv0007556",40,"M","Mu","urban","No","No","No"
"sv0004261",25,"M","Mu","","No","No","No"
"sv0009428",30,"M","Mu","rural","No","Yes","No"
"sv0015590",60,"F","Mu","rural","Yes","No","No"
"sv0005093",28,"M","Mu","urban","No","No","No"
"sv0011142",27,"F","HR","rural","No","No","No"
"sv0003475",60,"M","Se","urban","No","No","No"
"sv0014477",16,"M","Mu","rural","No","No","No"
"sv0018088",36,"M","Mu","rural","No","No","No"
"sv0011586",33,"M","Ds","urban","No","No","No"
"sv0002973",48,"M","Mu","urban","No","No","No"
"sv0001341",18,"M","DM","rural","No","No","No"
"sv0005923",40,"M","Mu","rural","No","No","No"
"sv0046894",24,"M","Ds","urban","No","No","No"
"sv0008471",16,"M","Ds","urban","No","No","No"
"sv0012693",26,"M","Mu","rural","Yes","No","No"
"sv0014740",31,"M","Mu","urban","No","No","No"
"sv0008016",11,"M","Mu","rural","No","No","No"
"sv0014750",30,"M","Mu","rural","Yes","No","No"
"sv0003479",50,"M","Se","rural","No","No","No"
"sv0009069",30,"M","Mu","rural","No","No","No"
"svv000169",8,"M","Mu","rural","No","No","No"
"sv0016466",20,"M","Ds","urban","No","No","No"
"sv0012968",35,"M","Mu","rural","No","No","No"
"sv0012758",20,"M","Se","rural","No","No","No"
"sv0001358",21,"M","DM","rural","No","No","No"
"sv0017062",19,"M","Mu","rural","No","No","No"
"sv0000814",32,"M","Se","urban","No","No","Yes"
"sv9905662",45,"F","Mu","rural","No","Yes","No"
"sv0016562",35,"F","Se","rural","No","No","No"
"sv0012403",20,"M","Mu","rural","No","No","No"
"sv0017736",19,"M","Mu","urban","No","No","No"
"sv0008073",38,"M","Mu","urban","No","No","No"
"sv0011129",45,"M","To","rural","No","Yes","No"
"sv0001846",28,"M","Se","urban","No","No","No"
"sv0004398",56,"M","Mu","rural","No","No","No"
"sv0007313",35,"M","DM","rural","No","No","Yes"
"sv0005222",48,"M","Mu","urban","No","No","No"
"sv0013294",35,"M","Mu","urban","No","No","No"
"sv0016523",46,"M","Mu","rural","No","No","No"
"sv0014734",74,"M","Mu","rural","No","No","No"
"sv0009879",12,"F","To","rural","No","Yes","No"
"sv0011828",36,"F","Mu","rural","Yes","No","No"
"sv0018346",15,"M","Mu","rural","Yes","No","No"
"sv0000097",18,"M","Mu","rural","No","No","No"
"sv0002662",53,"M","Mu","rural","Yes","No","No"
"sv0012330",24,"M","Mu","urban","No","No","No"
"sv0011217",37,"M","Mu","urban","No","No","No"
"sv0004707",25,"M","Mu","rural","No","No","No"
"sv0016618",20,"M","To","rural","No","Yes","No"
"sv0003738",22,"M","Se","urban","No","No","No"
"sv0017476",9,"M","Mu","rural","Yes","No","No"
"sv0016551",15,"F","Mu","rural","Yes","No","No"
"sv0004299",60,"F","Mu","rural","Yes","No","No"
"sv0013707",31,"M","Mu","urban","No","No","No"
"sv0012933",26,"M","Mu","rural","Yes","No","No"
"sv0011302",38,"M","Mu","rural","Yes","No","No"
"sv0003855",4,"M","Mu","rural","Yes","No","No"
"sv0004485",17,"M","Mu","urban","No","No","No"
"sv0004106",13,"F","Se","rural","Yes","No","No"
"sv0005269",52,"M","Mu","rural","No","Yes","No"
"sv0017525",25,"M","Se","rural","No","Yes","No"
"sv0001253",42,"M","Mu","rural","No","No","No"
"sv0015699",12,"M","Mu","rural","Yes","Yes","No"
"sv0012887",28,"M","Mu","rural","Yes","No","No"
"sv0001632",40,"M","Se","urban","No","No","No"
"sv0001666",45,"M","Mu","rural","No","No","No"
"sv0017340",29,"M","Mu","rural","Yes","No","No"
"sv0014326",35,"M","DM","rural","Yes","No","No"
"sv0003045",48,"M","Ds","urban","No","No","No"
"sv0018618",21,"M","Mu","urban","No","No","No"
"sv0006793",46,"M","HR","urban","No","No","No"
"sv0006026",18,"F","Se","urban","No","No","No"
"sv0015029",50,"M","Mu","rural","Yes","Yes","No"
"sv0000338",40,"M","Ds","urban","No","No","No"
"sv0014806",28,"M","Mu","rural","Yes","No","No"
"sv0013492",45,"M","Mu","rural","No","No","No"
"sv0003599",22,"M","Mu","urban","No","No","No"
"sv0014085",58,"M","Mu","rural","No","No","No"
"sv0006713",21,"M","Mu","rural","No","Yes","No"
"sv0011736",14,"F","Mu","rural","Yes","Yes","No"
"sv0008393",25,"M","Mu","rural","Yes","No","No"
"sv0008465",43,"M","Mu","urban","No","No","No"
"sv0007318",21,"M","Mu","rural","No","No","No"
"sv0002376",33,"M","DM","urban","No","No","No"
"sv0010194",33,"M","Se","rural","No","No","No"
"sv0001635",38,"M","Mu","rural","No","No","No"
"sv0050129",21,"M","Se","rural","No","No","No"
"sv0012147",23,"M","Se","rural","No","No","No"
"sv0003792",48,"M","Mu","rural","Yes","No","No"
"sv0000588",21,"M","Mu","rural","Yes","No","No"
"sv0007558",20,"M","Mu","urban","No","No","No"
"sv0009118",34,"M","Se","rural","No","No","No"
"sv0002939",40,"M","Se","rural","No","No","No"
"sv0018257",13,"F","Mu","rural","Yes","No","No"
"sv0008538",58,"M","Mu","rural","No","No","No"
"sv0018258",20,"M","Mu","rural","No","No","No"
"sv0013411",1,"F","Mu","rural","Yes","No","No"
"svv000121",50,"M","Mu","rural","Yes","No","No"
"sv0006305",13,"M","Mu","rural","No","No","No"
"sv0003931",26,"M","Se","rural","No","No","No"
"sv0006988",18,"M","Mu","rural","No","No","No"
"sv0003841",70,"M","Se","rural","Yes","No","No"
"svv000110",6,"F","Mu","rural","Yes","No","No"
"sv0008008",14,"M","Mu","rural","No","No","No"
"sv0015935",22,"M","Mu","rural","No","No","No"
"sv0017353",4,"M","Se","urban","No","No","No"
"sv0009611",31,"M","Ds","urban","No","No","No"
"sv0009340",65,"M","Mu","rural","No","No","No"
"sv0000324",17,"M","Mu","rural","Yes","No","No"
"sv0009738",13,"M","Ds","urban","No","No","No"
"sv0016283",11,"F","Ds","urban","No","No","No"
"sv0000323",2,"F","Mu","rural","Yes","No","No"
"sv0002421",21,"M","Se","urban","No","No","No"
"sv0011836",30,"F","Mu","rural","Yes","No","No"
"sv0008566",30,"M","Mu","rural","No","No","No"
"sv0010666",83,"M","Ds","urban","No","No","No"
"sv0048370",19,"M","Mu","rural","No","No","No"
"sv0001651",22,"M","DM","rural","No","No","No"
"sv0007968",28,"M","Ds","urban","No","No","No"
"sv0006288",33,"M","Mu","rural","No","No","No"
"sv0015760",45,"M","Mu","rural","No","No","No"
"sv0016258",50,"M","Mu","rural","Yes","Yes","No"
"sv0011293",12,"M","Mu","rural","Yes","No","No"
"sv0008088",5,"F","HR","rural","No","No","No"
"sv0001560",17,"M","Se","rural","No","No","No"
"sv0007087",16,"M","Se","rural","Yes","No","No"
"sv0012880",35,"M","Mu","rural","No","No","No"
"sv0005441",25,"F","Mu","rural","No","No","No"
"sv0015683",50,"M","Mu","rural","No","No","No"
"sv0018445",23,"M","Ds","urban","No","No","No"
"sv0003065",20,"M","Mu","rural","No","No","No"
"sv0428434",11,"M","Ds","urban","No","No","No"
"sv0015902",20,"M","Mu","rural","Yes","No","No"
"sv0009771",45,"M","Mu","rural","Yes","No","No"
"sv0012154",28,"M","Mu","rural","Yes","No","No"
"sv0001439",27,"M","Se","rural","No","No","No"
"sv0018506",36,"M","Mu","rural","Yes","Yes","Yes"
"sv0006080",48,"M","Mu","rural","No","No","No"
"sv0050154",18,"M","Se","rural","No","No","Yes"
"sv0004956",38,"M","Mu","rural","No","No","No"
"sv0006616",23,"M","Se","urban","No","No","No"
"sv0018139",21,"M","To","rural","No","No","Yes"
"sv0014097",18,"F","Ds","urban","No","No","No"
"sv0003621",22,"M","Mu","rural","No","No","No"
"sv0010266",30,"M","Mu","rural","No","Yes","No"
"sv0014777",19,"M","HR","urban","No","No","No"
"sv0001926",50,"F","Mu","rural","Yes","No","No"
"svv000053",18,"F","Mu","rural","Yes","No","No"
"sv0004268",40,"M","Mu","rural","No","No","No"
"sv0009536",36,"M","Mu","rural","No","No","No"
"sv0410303",23,"M","Ds","rural","No","No","No"
"sv0000242",22,"F","Se","rural","No","No","No"
"sv0004581",18,"M","Mu","rural","Yes","No","No"
"sv0020305",28,"M","Mu","rural","No","No","No"
"sv0005366",18,"F","Mu","rural","No","No","No"
"sv0002600",55,"M","Mu","rural","No","No","No"
"sv0006985",17,"M","Mu","rural","No","No","No"
"sv0013133",15,"M","Ds","urban","No","No","No"
"sv0013961",28,"M","Mu","urban","No","No","No"
"sv0009883",28,"M","Se","urban","No","No","No"
"sv0013333",22,"M","Se","urban","No","No","No"
"sv0003605",16,"M","Ds","urban","No","No","No"
"sv0016036",32,"M","Mu","rural","No","No","No"
"sv0015472",55,"M","DM","rural","No","No","No"
"sv0414284",25,"M","Se","rural","No","No","No"
"svv000108",19,"F","Mu","rural","Yes","No","No"
"sv0003317",40,"M","Mu","rural","Yes","No","No"
"sv0006550",22,"M","Se","urban","No","No","No"
"sv0008091",19,"M","Mu","rural","No","No","No"
"sv0009865",55,"M","Mu","rural","Yes","No","No"
"sv0016046",27,"M","Mu","rural","Yes","No","No"
"sv0016808",50,"M","Mu","rural","No","No","No"
"sv0013646",24,"M","Ds","urban","No","No","No"
"sv0004784",31,"M","Ds","rural","No","No","No"
"sv0000120",21,"M","Mu","rural","No","No","No"
"sv0011009",35,"M","Mu","rural","No","No","No"
"sv0007310",1,"M","Mu","rural","No","No","No"
"sv0007708",3,"F","Mu","rural","Yes","No","No"
"sv0014194",43,"M","Se","rural","No","No","No"
"sv0014429",28,"F","Se","rural","No","No","No"
"sv0001541",25,"M","Mu","rural","No","No","No"
"sv0018449",17,"M","Se","rural","No","No","No"
"sv0012973",23,"F","Mu","urban","No","No","No"
"svv000207",28,"M","Se","urban","No","No","No"
"sv0006403",51,"M","Mu","urban","No","No","No"
"sv0017169",66,"M","Mu","rural","Yes","No","No"
"sv0007051",33,"M","Mu","rural","No","No","No"
"sv0005844",27,"M","Se","urban","No","No","No"
"sv0006456",18,"M","Mu","urban","No","No","No"
"sv0009451",25,"M","Mu","rural","No","No","No"
"sv0007681",25,"M","Ds","urban","No","No","No"
"sv0001606",16,"M","Se","rural","No","No","No"
"sv0002827",40,"M","To","rural","Yes","No","No"
"sv0414110",22,"M","Mu","urban","No","No","No"
"sv0010957",59,"M","Mu","rural","No","No","No"
"sv0011606",18,"M","Mu","rural","No","No","No"
"sv0007483",70,"F","Mu","rural","No","No","No"
"sv0010167",58,"M","Ds","urban","No","No","No"
"sv0003746",30,"M","Mu","rural","No","No","No"
"sv0017482",18,"M","Mu","rural","No","No","No"
"sv0005295",34,"M","Ds","urban","No","No","No"
"sv0003936",20,"F","Mu","rural","Yes","No","No"
"sv0018105",25,"M","Mu","rural","Yes","Yes","No"
"sv0016534",17,"M","Mu","rural","Yes","No","No"
"sv0008181",33,"M","Mu","urban","No","No","No"
"sv0010618",35,"M","Se","rural","No","No","No"
"sv0013540",40,"M","Mu","urban","No","No","No"
"sv0016632",22,"M","Mu","rural","Yes","No","No"
"sv0002564",27,"M","Se","rural","No","No","No"
"sv0012313",23,"M","DM","rural","Yes","No","No"
"sv0001760",22,"F","Se","urban","No","No","No"
"sv0012746",55,"M","Mu","rural","No","No","No"
"sv0017995",38,"M","Ds","rural","No","No","No"
"sv0007167",51,"M","Mu","rural","No","No","No"
"sv0018120",48,"M","Mu","rural","Yes","Yes","No"
"sv0012003",34,"M","Se","rural","No","No","No"
"sv0014119",34,"M","To","rural","Yes","No","No"
"sv0004245",49,"M","Mu","rural","No","No","No"
"sv0015897",36,"M","Se","rural","No","No","No"
"sv0003250",32,"M","Se","urban","No","No","No"
"sv0415579",35,"M","Se","rural","No","No","No"
"sv0017665",27,"M","Mu","rural","Yes","No","No"
"sv0009626",32,"M","Mu","urban","No","No","No"
"sv0011252",28,"M","Mu","urban","No","No","No"
"sv0014830",42,"M","Mu","urban","No","No","No"
"sv0002019",34,"M","Se","rural","No","No","No"
"sv0004526",33,"M","Se","rural","No","No","No"
"sv0014382",45,"M","Mu","rural","No","No","No"
"sv0005906",53,"M","Mu","rural","No","No","No"
"sv0015345",55,"M","Mu","rural","No","Yes","No"
"sv0003557",23,"M","Ds","rural","No","No","No"
"sv0012385",20,"M","Ds","urban","No","No","No"
"sv0020299",18,"M","Mu","rural","No","No","No"
"sv0002555",60,"M","Mu","rural","Yes","No","No"
"sv0014415",31,"M","Se","rural","No","No","No"
"sv0010054",23,"M","Mu","rural","No","No","Yes"
"sv0016149",44,"M","Mu","rural","No","No","No"
"sv0010615",10,"F","Mu","rural","Yes","No","No"
"sv0018325",25,"M","Mu","rural","No","Yes","No"
"sv0005237",41,"M","Se","rural","No","No","No"
"sv0017809",64,"M","Ds","urban","No","No","No"
"sv0006092",22,"M","Mu","rural","No","No","No"
"sv0015852",43,"M","Mu","rural","No","No","No"
"sv0007222",35,"M","Mu","urban","No","No","No"
"sv0011518",37,"M","Ds","rural","No","No","No"
"sv0004633",26,"M","Mu","urban","No","No","No"
"sv0013835",60,"M","Mu","rural","No","No","No"
"sv0000207",19,"M","HR","rural","No","No","No"
"sv0009665",43,"F","Mu","rural","Yes","No","No"
"sv0010619",35,"M","Ds","rural","No","No","No"
"sv0007583",47,"M","Mu","urban","No","No","No"
"sv0009067",55,"M","Mu","rural","No","No","No"
"sv0004674",23,"F","Mu","rural","No","No","No"
"sv0014507",35,"F","Mu","rural","Yes","No","No"
"sv0011090",18,"M","Mu","rural","Yes","No","No"
"sv0010604",24,"F","Se","rural","No","No","No"
"sv0000992",30,"M","Ds","rural","No","No","No"
"sv0016011",15,"M","Mu","urban","No","No","No"
"sv0013253",20,"M","Ds","rural","No","No","No"
"sv0005863",48,"M","Mu","rural","No","No","No"
"sv0005817",35,"M","Mu","rural","Yes","No","No"
"sv0000579",35,"M","Mu","rural","Yes","Yes","No"
"sv0000758",24,"M","Se","urban","No","No","No"
"sv0002255",28,"M","Se","rural","Yes","No","No"
"sv0007155",25,"M","Mu","rural","No","No","No"
"sv0017333",49,"M","Ds","rural","No","No","No"
"sv0006799",13,"M","Mu","urban","No","No","No"
"sv0009300",5,"F","Mu","rural","No","No","No"
"svv000177",67,"M","Mu","rural","Yes","No","No"
"sv0047019",54,"M","Se","rural","No","No","No"
"sv0009825",45,"M","Se","rural","No","No","No"
"sv0015686",34,"M","Mu","","No","No","No"
"sv0016124",55,"M","Mu","rural","No","No","No"
"sv0004347",13,"M","Mu","rural","Yes","No","No"
"sv0014524",28,"M","Mu","rural","No","No","No"
"sv0003273",1,"M","Mu","rural","No","Yes","No"
"sv0009973",6,"F","Mu","rural","Yes","No","No"
"sv0002728",50,"M","Mu","rural","No","No","No"
"sv0018124",40,"M","Mu","rural","Yes","No","No"
"sv0015844",65,"M","Ds","rural","No","No","No"
"sv0009498",13,"M","HR","urban","No","No","No"
"sv0014846",58,"F","Mu","rural","No","No","No"
"sv0001400",19,"M","Mu","rural","No","No","No"
"sv0008382",47,"M","Mu","rural","Yes","No","No"
"svv000245",31,"M","Mu","rural","Yes","No","No"
"sv0017680",53,"F","Mu","rural","No","No","No"
"sv0004818",38,"M","Se","rural","Yes","No","No"
"sv0007420",30,"M","Se","rural","No","No","No"
"sv0005419",30,"M","Se","rural","No","No","No"
"sv0013298",40,"M","Mu","urban","No","No","No"
"sv0010132",25,"M","Mu","rural","Yes","No","No"
"sv0017129",16,"M","Se","urban","No","No","No"
"sv0007549",39,"M","Mu","rural","No","No","No"
"sv0004004",60,"M","Mu","rural","No","Yes","No"
"sv0008072",24,"F","Mu","rural","No","No","No"
"sv0015464",46,"M","HR","rural","No","No","No"
"sv0009877",25,"F","Mu","rural","No","No","No"
"sv0008045",23,"M","Mu","rural","No","No","No"
"sv0004994",59,"M","DM","urban","No","No","No"
"sv0010115",41,"M","Mu","rural","No","No","No"
"sv0001124",28,"M","Mu","rural","No","No","No"
"sv0005214",35,"M","Mu","rural","Yes","No","No"
"sv0012808",86,"F","Mu","urban","No","No","No"
"sv0007354",40,"M","Mu","rural","No","No","No"
"sv0009582",38,"M","Mu","urban","No","No","No"
"sv0002284",30,"M","To","rural","Yes","No","No"
"sv0011699",32,"M","Mu","rural","No","No","No"
"sv0004773",35,"M","Mu","rural","No","No","No"
"sv0009212",38,"M","Mu","rural","Yes","Yes","No"
"sv0001955",55,"F","Mu","rural","No","No","No"
"sv0015847",26,"M","Se","rural","No","No","No"
"sv0012090",38,"M","Mu","rural","No","No","No"
"sv0011840",26,"M","Mu","rural","No","No","No"
"svv000118",30,"M","To","rural","Yes","No","No"
"sv0006663",35,"M","Se","rural","No","Yes","No"
"sv0426532",43,"M","Mu","urban","No","No","No"
"sv0018318",17,"M","Mu","rural","Yes","No","No"
"sv0010786",39,"M","Mu","rural","No","No","No"
"sv0002138",13,"M","Mu","rural","No","No","No"
"svp000752",49,"M","Mu","rural","Yes","No","No"
"sv0000806",28,"M","Se","urban","No","No","No"
"sv0049893",22,"M","Se","rural","No","No","No"
"sv0008118",30,"M","Mu","rural","Yes","No","No"
"sv0008429",28,"M","Se","urban","No","No","No"
"sv0004839",24,"M","Mu","rural","No","No","No"
"sv0009268",8,"F","Mu","rural","Yes","Yes","No"
"sv0001844",17,"M","Mu","rural","No","No","No"
"sv0018622",29,"M","Ds","rural","No","No","No"
"sv0003272",2,"F","Mu","rural","No","Yes","No"
